eng,part,level
GERUND:NOUN,NOUN,5
GESTURE:NOUN,NOUN,5
GESTURE:VERB,VERB,6
GHOST:NOUN,NOUN,3
GIANT:NOUN,NOUN,5
GIFT:NOUN,NOUN,3
GIFTED:ADJECTIVE,ADJECTIVE,5
GIGGLE:VERB,VERB,6
GIRAFFE:NOUN,NOUN,3
GIRL:NOUN,NOUN,2
GIRLFRIEND:NOUN,NOUN,2
GIVE:VERB,VERB,3
GLAD:NOUN,NOUN,3
GLAMOUR:NOUN,NOUN,5
GLANCE:VERB,VERB,3
GLANCE:NOUN,NOUN,4
GLARE:NOUN,NOUN,6
GLARE:VERB,VERB,6
GLASS:NOUN,NOUN,1
GLASSES:NOUN,NOUN,1
GLIMPSE:NOUN,NOUN,5
GLOBAL:ADJECTIVE,ADJECTIVE,4
GLOBALIZATION:NOUN,NOUN,5
GLOBALLY:ADVERB,ADVERB,4
GLOBAL WARMING:NOUN,NOUN,4
GLOBE:NOUN,NOUN,6
GLORY:NOUN,NOUN,5
GLOVE:NOUN,NOUN,2
GLOW:NOUN,NOUN,6
GLOW:VERB,VERB,6
GLUE:NOUN,NOUN,6
GLUE:VERB,VERB,6
GO:NOUN,NOUN,4
GOAL:NOUN,NOUN,2
GOALKEEPER:NOUN,NOUN,3
GOAT:NOUN,NOUN,3
GOD:NOUN,NOUN,3
GOLD:NOUN,NOUN,2
GOLD:ADJECTIVE,ADJECTIVE,2
GOLDEN:ADJECTIVE,ADJECTIVE,2
GOLF:NOUN,NOUN,2
GOOD:NOUN,NOUN,4
GOOD AFTERNOON:EXCLAMATION,EXCLAMATION,1
GOODBYE:EXCLAMATION,EXCLAMATION,1
GOOD EVENING:EXCLAMATION,EXCLAMATION,1
GOOD-LOOKING:ADJECTIVE,ADJECTIVE,2
GOOD MORNING:EXCLAMATION,EXCLAMATION,1
GOODNESS:NOUN,NOUN,6
GOOD NIGHT:EXCLAMATION,EXCLAMATION,1
GOODS:NOUN,NOUN,3
GOOGLE:VERB,VERB,4
GORGEOUS:ADJECTIVE,ADJECTIVE,3
GOSSIP:NOUN,NOUN,4
GOSSIP:VERB,VERB,4
GOVERN:VERB,VERB,4
GOVERNMENT:NOUN,NOUN,4
GRAB:VERB,VERB,4
GRACE:NOUN,NOUN,5
GRACE:VERB,VERB,6
GRACEFUL:ADJECTIVE,ADJECTIVE,5
GRADE:NOUN,NOUN,3
GRADE:VERB,VERB,5
GRADUAL:ADJECTIVE,ADJECTIVE,4
GRADUALLY:ADVERB,ADVERB,4
GRADUATE:NOUN,NOUN,4
GRADUATE:VERB,VERB,4
GRAIN:NOUN,NOUN,6
GRAM:NOUN,NOUN,2
GRAMMAR:NOUN,NOUN,2
GRAMMATICAL:ADJECTIVE,ADJECTIVE,6
GRAND:ADJECTIVE,ADJECTIVE,5
GRANDCHILD:NOUN,NOUN,2
GRANDDAD:NOUN,NOUN,2
GRANDDAUGHTER:NOUN,NOUN,2
GRANDMA:NOUN,NOUN,2
GRANDMOTHER:NOUN,NOUN,2
GRANDPA:NOUN,NOUN,2
GRANDPARENT:NOUN,NOUN,2
GRANDSON:NOUN,NOUN,2
GRANNY:NOUN,NOUN,2
GRANT:NOUN,NOUN,3
GRANT:VERB,VERB,4
GRAPE:NOUN,NOUN,2
GRAPH:NOUN,NOUN,4
GRAPHICS:NOUN,NOUN,3
GRASP:VERB,VERB,5
GRASP:NOUN,NOUN,6
GRASS:NOUN,NOUN,1
GRATEFUL:ADJECTIVE,ADJECTIVE,3
GRAVE:NOUN,NOUN,4
GREAT:ADJECTIVE,ADJECTIVE,3
GREATLY:ADVERB,ADVERB,4
GREATNESS:NOUN,NOUN,4
GREED:NOUN,NOUN,5
GREEDY:ADJECTIVE,ADJECTIVE,4
GREEN:ADJECTIVE,ADJECTIVE,3
GREEN:NOUN,NOUN,2
GREET:VERB,VERB,4
GREETING:NOUN,NOUN,3
GREY:ADJECTIVE,ADJECTIVE,3
GREY:NOUN,NOUN,2
GRIEF:NOUN,NOUN,4
GRILL:NOUN,NOUN,4
GRILL:VERB,VERB,3
GRILLED:ADJECTIVE,ADJECTIVE,2
GRIM:ADJECTIVE,ADJECTIVE,6
GRIN:VERB,VERB,6
GRIN:NOUN,NOUN,6
GRIP:VERB,VERB,5
GRIP:NOUN,NOUN,5
GRIPPING:ADJECTIVE,ADJECTIVE,5
GROAN:VERB,VERB,6
GROAN:NOUN,NOUN,6
GROOM:NOUN,NOUN,3
GROSS:ADJECTIVE,ADJECTIVE,5
GROUND:NOUN,NOUN,4
GROUNDS:NOUN,NOUN,5
GROUP:NOUN,NOUN,1
GROUP:VERB,VERB,5
GROW:VERB,VERB,2
GROWING:ADJECTIVE,ADJECTIVE,4
GROWN-UP:NOUN,NOUN,4
GROWN-UP:ADJECTIVE,ADJECTIVE,4
GROWTH:NOUN,NOUN,4
GRUMPY:ADJECTIVE,ADJECTIVE,5
GUARANTEE:VERB,VERB,4
GUARANTEE:NOUN,NOUN,5
GUARD:NOUN,NOUN,5
GUARD:VERB,VERB,4
GUESS:VERB,VERB,2
GUESS:NOUN,NOUN,4
GUEST:NOUN,NOUN,2
GUIDANCE:NOUN,NOUN,4
GUIDE:NOUN,NOUN,2
GUIDE:VERB,VERB,3
GUIDEBOOK:NOUN,NOUN,2
GUIDELINE:NOUN,NOUN,5
GUILT:NOUN,NOUN,4
GUILTY:ADJECTIVE,ADJECTIVE,3
GUITAR:NOUN,NOUN,1
GUITARIST:NOUN,NOUN,3
GULF:NOUN,NOUN,6
GUM:NOUN,NOUN,4
GUN:NOUN,NOUN,3
GUTS:NOUN,NOUN,5
GUY:NOUN,NOUN,2
GYM:NOUN,NOUN,3
GYMNASTIC:NOUN,NOUN,4
GYMNASTICS:NOUN,NOUN,3
HABIT:NOUN,NOUN,3
HABITAT:NOUN,NOUN,5
HAIL:NOUN,NOUN,6
HAIL:VERB,VERB,6
HAIR:NOUN,NOUN,3
HAIRCUT:NOUN,NOUN,3
HAIRDRESSER:NOUN,NOUN,3
HAIRDRYER:NOUN,NOUN,3
HALF:NOUN,NOUN,2
HALF:ADVERB,ADVERB,3
HALF-PRICE:ADVERB,ADVERB,2
HALL:NOUN,NOUN,2
HAM:NOUN,NOUN,2
HAMMER:NOUN,NOUN,4
HAND:NOUN,NOUN,5
HAND:VERB,VERB,4
HANDBAG:NOUN,NOUN,2
HANDBALL:NOUN,NOUN,3
HANDFUL:NOUN,NOUN,4
HAND-HELD:ADJECTIVE,ADJECTIVE,3
HANDKERCHIEF:NOUN,NOUN,3
HANDLE:VERB,VERB,4
HANDLE:NOUN,NOUN,4
HANDOUT:NOUN,NOUN,4
HANDSOME:ADJECTIVE,ADJECTIVE,4
HANDWRITING:NOUN,NOUN,3
HANDY:ADJECTIVE,ADJECTIVE,6
HANG:VERB,VERB,4
HANG:NOUN,NOUN,6
HAPPEN:VERB,VERB,3
HAPPILY:ADVERB,ADVERB,4
HAPPINESS:NOUN,NOUN,3
HAPPY:ADJECTIVE,ADJECTIVE,1
HARASSMENT:NOUN,NOUN,5
HARBOUR:NOUN,NOUN,3
HARD:ADJECTIVE,ADJECTIVE,4
HARD:ADVERB,ADVERB,2
HARD DRIVE:NOUN,NOUN,4
HARDLY:ADVERB,ADVERB,3
HARDSHIP:NOUN,NOUN,5
HARDWARE:NOUN,NOUN,3
HARD-WORKING:ADJECTIVE,ADJECTIVE,4
HARM:NOUN,NOUN,4
HARM:VERB,VERB,4
HARMFUL:ADJECTIVE,ADJECTIVE,4
HARMLESS:ADJECTIVE,ADJECTIVE,5
HARMONY:NOUN,NOUN,5
HARSH:ADJECTIVE,ADJECTIVE,5
HARSHLY:ADVERB,ADVERB,6
HARVEST:NOUN,NOUN,4
HAT:NOUN,NOUN,1
HATE:VERB,VERB,2
HATE:NOUN,NOUN,5
HATRED:NOUN,NOUN,5
HAUL:VERB,VERB,6
HAUL:NOUN,NOUN,6
HAUNT:VERB,VERB,4
HAVE:VERB,VERB,2
HAVE:VERB,VERB,3
HAZARD:NOUN,NOUN,5
HAZARDOUS:ADJECTIVE,ADJECTIVE,6
HE:NOUN,NOUN,1
HEAD:NOUN,NOUN,4
HEAD:VERB,VERB,4
HEADACHE:NOUN,NOUN,2
HEADING:NOUN,NOUN,5
HEADLINE:NOUN,NOUN,3
HEADQUARTERS:NOUN,NOUN,4
HEADTEACHER:NOUN,NOUN,2
HEAL:VERB,VERB,4
HEALTH:NOUN,NOUN,2
HEALTH CARE:NOUN,NOUN,5
HEALTHY:ADJECTIVE,ADJECTIVE,3
HEAP:NOUN,NOUN,6
HEAR:VERB,VERB,2
HEART:NOUN,NOUN,4
HEART ATTACK:NOUN,NOUN,3
HEAT:NOUN,NOUN,3
HEAT:VERB,VERB,4
HEATER:NOUN,NOUN,3
HEATING:NOUN,NOUN,2
HEAVEN:NOUN,NOUN,4
HEAVENLY:ADJECTIVE,ADJECTIVE,5
HEAVILY:ADVERB,ADVERB,3
HEAVY:ADJECTIVE,ADJECTIVE,3
HECTIC:ADJECTIVE,ADJECTIVE,5
HEDGE:NOUN,NOUN,4
HEEL:NOUN,NOUN,3
HEIGHT:NOUN,NOUN,4
HEIR:NOUN,NOUN,6
HELICOPTER:NOUN,NOUN,2
HELL:NOUN,NOUN,4
HELLO:EXCLAMATION,EXCLAMATION,1
HELMET:NOUN,NOUN,4
HELP:VERB,VERB,2
HELP:NOUN,NOUN,3
HELP:EXCLAMATION,EXCLAMATION,2
HELPER:NOUN,NOUN,4
HELPFUL:ADJECTIVE,ADJECTIVE,3
HELPLESS:ADJECTIVE,ADJECTIVE,5
HENCE:ADVERB,ADVERB,5
HER:NOUN,NOUN,1
HERB:NOUN,NOUN,3
HERE:ADVERB,ADVERB,2
HERITAGE:NOUN,NOUN,6
HERO:NOUN,NOUN,3
HEROIC:ADJECTIVE,ADJECTIVE,5
HERS:NOUN,NOUN,2
HERSELF:NOUN,NOUN,2
HESITATE:VERB,VERB,4
HESITATION:NOUN,NOUN,5
HEY:EXCLAMATION,EXCLAMATION,2
HI:EXCLAMATION,EXCLAMATION,1
HIDDEN:ADJECTIVE,ADJECTIVE,3
HIDE:VERB,VERB,3
HIERARCHICAL:ADJECTIVE,ADJECTIVE,6
HIERARCHY:NOUN,NOUN,6
HIGH:ADJECTIVE,ADJECTIVE,3
HIGH:ADVERB,ADVERB,4
HIGHLIGHT:VERB,VERB,4
HIGHLIGHT:NOUN,NOUN,4
HIGHLY:ADVERB,ADVERB,5
HIGH-PROFILE:ADJECTIVE,ADJECTIVE,6
HIGH-TECH:ADJECTIVE,ADJECTIVE,4
HILARIOUS:ADJECTIVE,ADJECTIVE,5
HILL:NOUN,NOUN,2
HIM:NOUN,NOUN,1
HIMSELF:NOUN,NOUN,2
HINDER:VERB,VERB,6
HINT:NOUN,NOUN,4
HIP:NOUN,NOUN,4
HIP-HOP:NOUN,NOUN,2
HIRE:VERB,VERB,3
HIS:NOUN,NOUN,2
HISTORIAN:NOUN,NOUN,5
HISTORIC:ADJECTIVE,ADJECTIVE,3
HISTORICAL:ADJECTIVE,ADJECTIVE,3
HISTORICALLY:ADVERB,ADVERB,5
HISTORY:NOUN,NOUN,3
HIT:VERB,VERB,4
HIT:NOUN,NOUN,3
HITCHHIKE:VERB,VERB,3
HI-TECH:ADJECTIVE,ADJECTIVE,4
HOBBY:NOUN,NOUN,2
HOCKEY:NOUN,NOUN,2
HOLD:VERB,VERB,4
HOLD:NOUN,NOUN,4
HOLE:NOUN,NOUN,3
HOLIDAY:NOUN,NOUN,1
HOLLOW:ADJECTIVE,ADJECTIVE,6
HOLY:ADJECTIVE,ADJECTIVE,5
HOME:NOUN,NOUN,4
HOME:ADVERB,ADVERB,2
HOMELESS:ADJECTIVE,ADJECTIVE,5
HOMELESS:NOUN,NOUN,5
HOMELESSNESS:NOUN,NOUN,6
HOMEWORK:NOUN,NOUN,1
HONEST:ADJECTIVE,ADJECTIVE,3
HONESTLY:ADVERB,ADVERB,3
HONESTY:NOUN,NOUN,5
HONEY:NOUN,NOUN,2
HONEYMOON:NOUN,NOUN,3
HONOUR:NOUN,NOUN,4
HONOURED:ADJECTIVE,ADJECTIVE,5
HOOD:NOUN,NOUN,4
HOOK:NOUN,NOUN,4
HOOK:VERB,VERB,4
HOP:VERB,VERB,5
HOPE:VERB,VERB,2
HOPE:NOUN,NOUN,4
HOPEFUL:ADJECTIVE,ADJECTIVE,4
HOPEFULLY:ADVERB,ADVERB,3
HOPELESS:ADJECTIVE,ADJECTIVE,3
HOPELESSLY:ADVERB,ADVERB,6
HORIZON:NOUN,NOUN,5
HORIZONTAL:ADJECTIVE,ADJECTIVE,5
HORN:NOUN,NOUN,5
HORRIBLE:ADJECTIVE,ADJECTIVE,2
HORRIFIED:ADJECTIVE,ADJECTIVE,6
HORRIFYING:ADJECTIVE,ADJECTIVE,6
HORROR:NOUN,NOUN,3
HORSE:NOUN,NOUN,1
HOSPITABLE:ADJECTIVE,ADJECTIVE,5
HOSPITAL:NOUN,NOUN,1
HOSPITALITY:NOUN,NOUN,5
HOST:NOUN,NOUN,5
HOST:VERB,VERB,5
HOSTAGE:NOUN,NOUN,6
HOSTEL:NOUN,NOUN,3
HOSTILE:ADJECTIVE,ADJECTIVE,5
HOSTILITY:NOUN,NOUN,6
HOT:ADJECTIVE,ADJECTIVE,3
HOTEL:NOUN,NOUN,1
HOUR:NOUN,NOUN,3
HOURLY:ADJECTIVE,ADJECTIVE,4
HOURLY:ADVERB,ADVERB,5
HOUSE:NOUN,NOUN,3
HOUSE:VERB,VERB,6
HOUSEHOLD:NOUN,NOUN,4
HOUSEWIFE:NOUN,NOUN,2
HOUSEWORK:NOUN,NOUN,3
HOUSING:NOUN,NOUN,5
HOW:ADVERB,ADVERB,3
HOWEVER:ADVERB,ADVERB,3
HOWEVER:CONJUNCTION,CONJUNCTION,6
HUG:VERB,VERB,3
HUG:NOUN,NOUN,3
HUGE:ADJECTIVE,ADJECTIVE,3
HUM:VERB,VERB,6
HUMAN:ADJECTIVE,ADJECTIVE,4
HUMAN:NOUN,NOUN,3
HUMANITARIAN:ADJECTIVE,ADJECTIVE,6
HUMANITY:NOUN,NOUN,5
HUMAN RIGHTS:NOUN,NOUN,4
HUMBLE:ADJECTIVE,ADJECTIVE,6
HUMID:ADJECTIVE,ADJECTIVE,3
HUMILIATED:ADJECTIVE,ADJECTIVE,6
HUMILIATING:ADJECTIVE,ADJECTIVE,6
HUMILITY:NOUN,NOUN,6
HUMOROUS:ADJECTIVE,ADJECTIVE,5
HUMOUR:NOUN,NOUN,4
HUNGER:NOUN,NOUN,4
HUNGRY:ADJECTIVE,ADJECTIVE,3
HUNT:VERB,VERB,3
HUNT:NOUN,NOUN,5
HUNTING:NOUN,NOUN,4
HURRY:VERB,VERB,2
HURRY:NOUN,NOUN,3
HURT:VERB,VERB,2
HURT:ADJECTIVE,ADJECTIVE,3
HUSBAND:NOUN,NOUN,1
HUT:NOUN,NOUN,3
HYGIENE:NOUN,NOUN,5
HYGIENIC:ADJECTIVE,ADJECTIVE,6
HYPHEN:NOUN,NOUN,4
HYPOCRISY:NOUN,NOUN,6
HYPOCRITICAL:ADJECTIVE,ADJECTIVE,6
HYPOTHESIS:NOUN,NOUN,6
HYSTERICAL:ADJECTIVE,ADJECTIVE,5
ICE:NOUN,NOUN,3
ICEBERG:NOUN,NOUN,5
ICE CREAM:NOUN,NOUN,1
ICE HOCKEY:NOUN,NOUN,3
ICE SKATING:NOUN,NOUN,3
ICILY:ADVERB,ADVERB,6
ICON:NOUN,NOUN,4
ICY:ADJECTIVE,ADJECTIVE,3
ID:NOUN,NOUN,2
ID CARD:NOUN,NOUN,2
IDEA:NOUN,NOUN,4
IDEAL:ADJECTIVE,ADJECTIVE,4
IDEALISTIC:ADJECTIVE,ADJECTIVE,5
IDEALLY:ADVERB,ADVERB,4
IDENTICAL:ADJECTIVE,ADJECTIVE,4
IDENTIFICATION:NOUN,NOUN,3
IDENTIFY:VERB,VERB,4
IDENTITY:NOUN,NOUN,4
IDENTITY CARD:NOUN,NOUN,3
IDIOM:NOUN,NOUN,4
IDIOT:NOUN,NOUN,4
IDLE:ADJECTIVE,ADJECTIVE,6
IDLE:NOUN,NOUN,5
IF:CONJUNCTION,CONJUNCTION,3
IGNORANCE:NOUN,NOUN,6
IGNORANT:ADJECTIVE,ADJECTIVE,6
IGNORE:VERB,VERB,4
ILL:ADJECTIVE,ADJECTIVE,2
ILLEGAL:ADJECTIVE,ADJECTIVE,4
ILLEGALLY:ADVERB,ADVERB,4
ILLITERATE:ADJECTIVE,ADJECTIVE,6
ILLNESS:NOUN,NOUN,3
ILLUSION:NOUN,NOUN,6
ILLUSTRATE:VERB,VERB,4
ILLUSTRATION:NOUN,NOUN,5
IMAGE:NOUN,NOUN,4
IMAGINARY:ADJECTIVE,ADJECTIVE,5
IMAGINATION:NOUN,NOUN,4
IMAGINATIVE:ADJECTIVE,ADJECTIVE,5
IMAGINE:VERB,VERB,3
IMITATE:VERB,VERB,5
IMITATION:NOUN,NOUN,6
IMMATURE:ADJECTIVE,ADJECTIVE,6
IMMEDIATE:ADJECTIVE,ADJECTIVE,4
IMMEDIATELY:ADVERB,ADVERB,3
IMMENSE:ADJECTIVE,ADJECTIVE,5
IMMENSELY:ADVERB,ADVERB,5
IMMIGRANT:NOUN,NOUN,4
IMMIGRATION:NOUN,NOUN,3
IMMINENT:ADJECTIVE,ADJECTIVE,6
IMMORAL:ADJECTIVE,ADJECTIVE,4
IMMORTAL:ADJECTIVE,ADJECTIVE,6
IMMUNE:ADJECTIVE,ADJECTIVE,6
IMMUNE SYSTEM:NOUN,NOUN,6
IMPACT:NOUN,NOUN,5
IMPACT:VERB,VERB,5
IMPATIENCE:NOUN,NOUN,6
IMPATIENT:ADJECTIVE,ADJECTIVE,4
IMPATIENTLY:ADVERB,ADVERB,4
IMPERATIVE:NOUN,NOUN,4
IMPERATIVE:ADJECTIVE,ADJECTIVE,6
IMPERFECT:ADJECTIVE,ADJECTIVE,5
IMPERSONAL:ADJECTIVE,ADJECTIVE,5
IMPLEMENT:VERB,VERB,4
IMPLEMENTATION:NOUN,NOUN,6
IMPLICATION:NOUN,NOUN,5
IMPLICIT:ADJECTIVE,ADJECTIVE,6
IMPLY:VERB,VERB,6
IMPOLITE:ADJECTIVE,ADJECTIVE,4
IMPORT:VERB,VERB,4
IMPORT:NOUN,NOUN,5
IMPORTANCE:NOUN,NOUN,3
IMPORTANT:ADJECTIVE,ADJECTIVE,2
IMPORTANTLY:ADVERB,ADVERB,4
IMPOSE:VERB,VERB,5
IMPOSSIBILITY:NOUN,NOUN,6
IMPOSSIBLE:ADJECTIVE,ADJECTIVE,4
IMPRESS:VERB,VERB,4
IMPRESSED:ADJECTIVE,ADJECTIVE,4
IMPRESSION:NOUN,NOUN,4
IMPRESSIVE:ADJECTIVE,ADJECTIVE,4
IMPRISON:VERB,VERB,5
IMPRISONMENT:NOUN,NOUN,6
IMPROVE:VERB,VERB,2
IMPROVED:ADJECTIVE,ADJECTIVE,4
IMPROVEMENT:NOUN,NOUN,3
IMPULSE:NOUN,NOUN,6
IMPULSIVE:ADJECTIVE,ADJECTIVE,6
INABILITY:NOUN,NOUN,5
INACCURACY:NOUN,NOUN,5
INACCURATE:ADJECTIVE,ADJECTIVE,4
INADEQUATE:ADJECTIVE,ADJECTIVE,5
INAPPROPRIATE:ADJECTIVE,ADJECTIVE,5
INAPPROPRIATELY:ADVERB,ADVERB,5
INCAPABLE:ADJECTIVE,ADJECTIVE,5
INCENTIVE:NOUN,NOUN,6
INCH:NOUN,NOUN,3
INCIDENT:NOUN,NOUN,4
INCIDENTALLY:ADVERB,ADVERB,5
INCLINATION:NOUN,NOUN,6
INCLINED:NOUN,NOUN,5
INCLUDE:VERB,VERB,2
INCLUSION:NOUN,NOUN,5
INCLUSIVE:ADJECTIVE,ADJECTIVE,5
INCOME:NOUN,NOUN,4
INCONCEIVABLE:ADJECTIVE,ADJECTIVE,6
INCONSIDERATE:ADJECTIVE,ADJECTIVE,6
INCONVENIENCE:NOUN,NOUN,5
INCONVENIENT:ADJECTIVE,ADJECTIVE,4
INCORPORATE:VERB,VERB,6
INCORRECT:ADJECTIVE,ADJECTIVE,3
INCREASE:VERB,VERB,3
INCREASE:NOUN,NOUN,4
INCREASINGLY:ADVERB,ADVERB,4
INCREDIBLE:ADJECTIVE,ADJECTIVE,3
INCREDIBLY:ADVERB,ADVERB,4
INCUR:VERB,VERB,6
INCURABLE:ADJECTIVE,ADJECTIVE,6
INDEED:ADVERB,ADVERB,4
INDEFINITE ARTICLE:NOUN,NOUN,3
INDEPENDENCE:NOUN,NOUN,4
INDEPENDENT:ADJECTIVE,ADJECTIVE,3
INDEPENDENTLY:ADVERB,ADVERB,4
INDEX:NOUN,NOUN,5
INDICATE:VERB,VERB,4
INDICATION:NOUN,NOUN,5
INDICATOR:NOUN,NOUN,6
INDIFFERENCE:NOUN,NOUN,6
INDIFFERENT:ADJECTIVE,ADJECTIVE,6
INDIRECT:ADJECTIVE,ADJECTIVE,5
INDIRECTLY:ADVERB,ADVERB,5
INDISPENSABLE:ADJECTIVE,ADJECTIVE,6
INDISPUTABLE:ADJECTIVE,ADJECTIVE,6
INDIVIDUAL:NOUN,NOUN,3
INDIVIDUAL:NOUN,NOUN,5
INDIVIDUALITY:NOUN,NOUN,6
INDIVIDUALLY:ADVERB,ADVERB,5
INDOOR:NOUN,NOUN,2
INDOORS:ADVERB,ADVERB,3
INDULGE:VERB,VERB,6
INDUSTRIAL:ADJECTIVE,ADJECTIVE,4
INDUSTRIALIZATION:NOUN,NOUN,5
INDUSTRIALIZED:ADJECTIVE,ADJECTIVE,5
INDUSTRIOUS:ADJECTIVE,ADJECTIVE,6
INDUSTRY:NOUN,NOUN,3
INEDIBLE:ADJECTIVE,ADJECTIVE,5
INEFFICIENT:ADJECTIVE,ADJECTIVE,5
INEQUALITY:NOUN,NOUN,6
INEVITABLE:ADJECTIVE,ADJECTIVE,5
INEVITABLY:ADVERB,ADVERB,5
INEXPENSIVE:ADJECTIVE,ADJECTIVE,3
INEXPERIENCED:ADJECTIVE,ADJECTIVE,4
INEXPLICABLE:ADJECTIVE,ADJECTIVE,6
INFANCY:NOUN,NOUN,6
INFANT:NOUN,NOUN,6
INFECT:VERB,VERB,5
INFECTION:NOUN,NOUN,4
INFECTIOUS:ADJECTIVE,ADJECTIVE,6
INFER:VERB,VERB,6
INFERIOR:ADJECTIVE,ADJECTIVE,5
INFERIOR:NOUN,NOUN,6
INFERIORITY:NOUN,NOUN,6
INFINITE:ADJECTIVE,ADJECTIVE,6
INFINITELY:ADVERB,ADVERB,6
INFINITIVE:NOUN,NOUN,3
INFLATION:NOUN,NOUN,4
INFLUENCE:NOUN,NOUN,4
INFLUENCE:VERB,VERB,4
INFLUENTIAL:ADJECTIVE,ADJECTIVE,5
INFLUX:NOUN,NOUN,6
INFORM:VERB,VERB,3
INFORMAL:ADJECTIVE,ADJECTIVE,4
INFORMALLY:ADVERB,ADVERB,5
INFORMATION:NOUN,NOUN,2
INFORMATIVE:ADJECTIVE,ADJECTIVE,5
INFRASTRUCTURE:NOUN,NOUN,5
INGREDIENT:NOUN,NOUN,3
INHABIT:VERB,VERB,6
INHABITANT:NOUN,NOUN,4
INHERENT:ADJECTIVE,ADJECTIVE,6
INHERIT:VERB,VERB,6
INHERITANCE:NOUN,NOUN,6
INHIBITION:NOUN,NOUN,6
INHUMAN:ADJECTIVE,ADJECTIVE,6
INITIAL:NOUN,NOUN,3
INITIAL:NOUN,NOUN,4
INITIALLY:ADVERB,ADVERB,4
INITIATE:VERB,VERB,6
INITIATIVE:NOUN,NOUN,5
INJECTION:NOUN,NOUN,6
INJURE:VERB,VERB,3
INJURED:ADJECTIVE,ADJECTIVE,4
INJURY:NOUN,NOUN,5
INJUSTICE:NOUN,NOUN,5
INK:NOUN,NOUN,3
INNATE:ADJECTIVE,ADJECTIVE,6
INNER:NOUN,NOUN,4
INNOCENCE:NOUN,NOUN,5
INNOCENT:ADJECTIVE,ADJECTIVE,4
INNOCENTLY:ADVERB,ADVERB,4
INNOVATION:NOUN,NOUN,5
INNOVATIVE:ADJECTIVE,ADJECTIVE,5
INNUMERABLE:ADJECTIVE,ADJECTIVE,6
INPUT:NOUN,NOUN,4
INQUIRE (UK ALSO ENQUIRE):VERB,VERB,4
INQUIRY (UK ALSO ENQUIRY):NOUN,NOUN,5
INSANE:ADJECTIVE,ADJECTIVE,5
INSECT:NOUN,NOUN,2
INSECURE:ADJECTIVE,ADJECTIVE,5
INSECURITY:NOUN,NOUN,6
INSENSITIVE:ADJECTIVE,ADJECTIVE,5
INSEPARABLE:ADJECTIVE,ADJECTIVE,6
INSERT:VERB,VERB,5
INSIDE:ADVERB,ADVERB,3
INSIDE:ADJECTIVE,ADJECTIVE,5
INSIDE:NOUN,NOUN,4
INSIGHT:NOUN,NOUN,5
INSIGNIFICANT:ADJECTIVE,ADJECTIVE,5
INSIST:VERB,VERB,3
INSOFAR AS:CONJUNCTION,CONJUNCTION,6
INSOMNIA:NOUN,NOUN,6
INSPECT:VERB,VERB,5
INSPECTION:NOUN,NOUN,5
INSPECTOR:NOUN,NOUN,5
INSPIRE:VERB,VERB,4
INSTALL:VERB,VERB,3
INSTALLATION:NOUN,NOUN,5
INSTANCE:NOUN,NOUN,4
INSTANT:ADJECTIVE,ADJECTIVE,4
INSTANTLY:ADVERB,ADVERB,4
INSTEAD:ADVERB,ADVERB,2
INSTINCT:NOUN,NOUN,6
INSTITUTE:NOUN,NOUN,4
INSTITUTION:NOUN,NOUN,4
INSTRUCT:VERB,VERB,5
INSTRUCTION:NOUN,NOUN,4
INSTRUCTOR:NOUN,NOUN,3
INSTRUMENT:NOUN,NOUN,4
INSUFFICIENT:ADJECTIVE,ADJECTIVE,5
INSULT:NOUN,NOUN,5
INSULT:VERB,VERB,4
INSURANCE:NOUN,NOUN,4
INTACT:ADJECTIVE,ADJECTIVE,6
INTEGRAL:ADJECTIVE,ADJECTIVE,5
INTEGRATE:VERB,VERB,5
INTEGRATION:NOUN,NOUN,5
INTEGRITY:NOUN,NOUN,6
INTELLECT:NOUN,NOUN,6
INTELLECTUAL:ADJECTIVE,ADJECTIVE,5
INTELLECTUAL:NOUN,NOUN,6
INTELLECTUALLY:ADVERB,ADVERB,6
INTELLIGENCE:NOUN,NOUN,4
INTELLIGENT:ADJECTIVE,ADJECTIVE,3
INTEND:VERB,VERB,4
INTENSE:ADJECTIVE,ADJECTIVE,5
INTENSELY:ADVERB,ADVERB,6
INTENSIFY:VERB,VERB,6
INTENSITY:NOUN,NOUN,6
INTENSIVE:ADJECTIVE,ADJECTIVE,4
INTENSIVELY:ADVERB,ADVERB,5
INTENT:NOUN,NOUN,6
INTENT:ADJECTIVE,ADJECTIVE,6
INTENTION:NOUN,NOUN,4
INTERACT:VERB,VERB,4
INTERACTION:NOUN,NOUN,5
INTERACTIVE:ADJECTIVE,ADJECTIVE,4
INTEREST:NOUN,NOUN,4
INTEREST:VERB,VERB,3
INTERESTED:ADJECTIVE,ADJECTIVE,2
INTERESTING:ADJECTIVE,ADJECTIVE,1
INTERESTINGLY:ADVERB,ADVERB,5
INTERFERE:VERB,VERB,4
INTERFERENCE:NOUN,NOUN,5
INTERIM:NOUN,NOUN,6
INTERIOR:NOUN,NOUN,4
INTERMEDIATE:ADJECTIVE,ADJECTIVE,3
INTERNAL:ADJECTIVE,ADJECTIVE,4
INTERNALLY:ADVERB,ADVERB,5
INTERNATIONAL:ADJECTIVE,ADJECTIVE,2
INTERNATIONALLY:ADVERB,ADVERB,3
INTERPRET:VERB,VERB,4
INTERPRETATION:NOUN,NOUN,6
INTERRUPT:VERB,VERB,3
